platform,orbit,date,VV,VH,angle,DOY_sin,DOY_cos,sm_25,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152
IW,174,2017-12-21,-10.13484707697878,-16.114344616215043,43.68601305716142,-0.1712931441814778,0.9852201067560606,0.2645,0.5675757978006063,0.5395901538224274,0.8630776956900247,0.4143534279092611,0.9926100533780303,0.3330890696467146,0.34255005943915356,0.27450752733660944,0.08741065594399652,0.21261872498436482,0.5733075954058012,0.005403198093821726,0.5010912698412698,0.5139526752525821,0.9998052849393411,0.6209464995088313,0.7444574939623515,0.680950259131044,0.7091711922657854,0.7039710997391109,0.7277748825965549,0.7181549262845904,0.6848422358250997,0.6511748735454355,0.6611585571185333,0.675481943160919,0.7284765398057224,0.700754569271818,0.7133305155111933,0.6963754815106934,0.7173044996352625,0.6988942128911932,0.7136434713722531,0.6513559649768563,0.7563352395587833,0.734483250789789,0.711978318173643,0.7486118081286522,0.7721917272976313,0.535565160098857,0.6067808256331993,0.74005838483328,0.7392258052926791,0.6142771030691272,0.7007505583968756,0.5579796927663286,0.6807751672431265,0.7475687936921743,0.76404281594577,0.7050376907020909,0.719006574082159,0.7434665609074045,0.6582097994318022,0.7092049847096663,0.6075984484748129,0.6232570128436671,0.5760191656632535,0.7463026374673867,0.7690350146949181,0.7549877456234908,0.6883890851728035,0.4879370428014694,0.4814538235134554,0.5207084147135421,0.4759881111427591,0.4203146673131881,0.5075181805645987,0.435637317233616,0.5486586450647426,0.49077584160698834,0.5416566410771123,0.5741087934705951,0.6289437244556577,0.5175102149115673,0.5998911172372333,0.6350276579680275,0.5642166476779519,0.5781512564199943,0.5847941843668625,0.5693232698793774,0.5541976843939892,0.5901680473045076,0.5271821820294424,0.5604621802435986,0.5517165487783927,0.5511218657316994,0.5209156799316411,0.5501335059271923,0.582249202021847,0.5521295392071769,0.5584334253381801,0.5422719517460577,0.5597260708279085,0.5705085528338398,0.5637541933412914,0.5475213849103019,0.5126307649965649,0.5698901762785744,0.5253063964843755,0.5091929456922748,0.5028288156014911,0.5380510033501524,0.4949198037606708,0.5223638802987567,0.4982177790889043,0.5029121314154736,0.4205158572726785,8.89102617899577e-06,6.035963679096312e-05,1.1275211780533331e-05,0.0008796254790392293,2.5828679402669272e-06,0.0037095235590337934,0.00017579693267322227,0.005267510811487834,0.0004912118113982918,2.1358331044514976e-05,0.02077273140249266,0.0021003286040392295,0.010098367929458618,0.006948490937534284,8.602934637262177e-06,0.0997864405311096,0.007543714170121045,0.013451447087694154,0.01850046714145274,0.04688529173531464,0.0019591649371856574,0.006626208622909266,0.014258871475476553,0.025383388008511552,0.007761826117871351,0.026240050392516423,0.01580303907360303,0.004345754782342226,0.022548089424769085,0.03545946876196619,0.011211584011713665,0.01191625992457072,0.005595713853831323,0.0020396312074429566,0.023593008518029517,0.09677923059901636,0.00854329268103508,0.023108648705374435,0.014547308286031088,0.07656032840410869,0.002096234229043148,0.0919645726677724,0.004261612892146142,0.001296758651392338,0.0003631331029888922,0.0013426939646402996
