Prediction
0.43816474
0.43877995
0.46081692
0.41631013
0.3934106
0.39271596
0.3825314
0.3508167
0.34482884
0.32866678
0.31725952
0.32531407
0.317659
0.40675554
0.41098815
0.37506354
0.45154816
0.45193878
0.50691557
0.47820866
0.47181046
0.50148576
0.4320002
0.3466016
0.37719575
0.31334248
0.3307909
0.34089085
0.34618407
0.3473752
0.3970935
0.4032316
0.40662414
0.46105182
0.460792
0.40524524
0.4358009
0.44090396
0.4107315
0.42118073
0.40152085
0.40760186
0.3871566
0.40666676
0.40524998
0.40997636
0.4203096
0.425969
0.42774472
0.43977728
0.4933315
0.45740172
0.43770722
0.43706936
0.40422976
0.4032576
0.3367961
0.36159176
0.34517044
0.32568848
0.3712474
0.34255803
0.35652742
0.3978314
0.4060406
0.43131688
0.4448794
0.42668802
0.4767756
0.43243337
0.31175864
0.3091168
0.3336596
0.349034
0.38723072
0.3895781
0.39351657
0.39693746
0.387761
0.38587248
0.39785072
0.4150797
0.39582208
0.3988169
0.4210321
0.40271655
0.42483225
0.4489013
0.41713744
0.4734602
0.42159802
0.40609974
0.39206463
0.35826528
0.3531868
0.30617583
0.31651637
0.30163386
0.30863154
0.32941547
0.3493601
0.47042164
0.47319308
0.4338942
0.3408019
0.3882324
0.31054366
0.3367547
0.32481155
0.34728828
0.35099986
0.43359813
0.3927419
0.45461696
0.4539099
0.4187405
0.431683
0.41380435
0.43127507
0.42165357
0.4239888
0.42961773
0.43169916
0.4397691
0.4434669
0.45357177
0.45555452
0.5094575
0.46803913
0.44468808
0.426387
0.37288067
0.3509893
0.34496745
0.39008346
0.3792471
0.41625857
0.42727578
0.4492196
0.45887658
0.50198233
0.44070444
0.32753772
0.31581393
0.32741803
0.39425492
0.39235684
0.41455865
0.42750394
0.42431134
0.44040015
0.45564649
0.44930348
0.47370094
0.42364675
0.38720345
0.36624694
0.35747063
0.33256042
0.32639086
0.31336468
0.29331613
0.27399713
0.27805245
0.31989703
0.32065326
0.37793177
0.44571888
0.4467274
0.40667388
0.31215516
0.3682404
0.2873956
0.31406337
0.3258123
0.3436586
0.35164055
0.40058625
0.37457588
0.42473525
0.42188272
0.39271936
0.39610827
0.3854501
0.39330047
0.39273086
0.37849545
0.39301735
0.38354138
0.41077384
0.40687767
0.421984
0.42593348
0.49589157
0.43246135
0.39172038
0.3791673
0.33423755
0.34632242
0.3108806
0.33604863
0.3320583
0.3741946
0.3748241
0.3967105
0.39045134
0.4329259
0.39945656
0.28887665
0.29278284
0.29679358
0.35207385
0.35823247
0.36615738
0.3845103
0.39459747
0.3931358
0.4130436
0.42151573
0.4328668
0.4683933
0.5020397
0.4266539
0.40708545
0.40194044
0.33983248
0.35129747
0.30834898
0.30813664
0.27879158
0.30541173
0.35931176
0.35840577
0.45226997
0.3565964
0.38864696
0.31184506
0.33352938
0.3441827
0.33764032
0.41139784
0.38101605
0.47390378
0.44347486
0.42587823
0.43594596
0.41734886
0.43069306
0.42831907
0.40596837
0.42749587
0.4120491
0.4322619
0.43848172
0.44522968
0.44940394
0.49943107
0.5117542
0.466842
0.44809568
0.40744886
0.34060577
0.3578468
0.34233803
0.35567006
0.37112686
0.41524258
0.43631813
0.46735832
0.4721302
0.5154004
0.48191607
0.30321053
0.29786158
0.32044914
0.40310243
0.39465362
0.4102277
0.4182092
0.43243477
0.43151566
0.44687963
0.43829024
0.4581011
0.45204908
0.4655368
0.5163041
0.5431662
0.4948399
0.5122056
0.4573168
0.46669656
0.4808829
0.43520433
0.39763415
0.39718822
0.39756814
0.376001
0.35631073
0.31498247
0.3088407
0.31332096
0.3040039
0.38017422
0.36560526
0.34244668
0.4227006
0.48547187
0.5009406
0.50228953
0.45573932
0.36932254
0.39593235
0.29752088
0.33112735
0.30795556
0.3221441
0.33545372
0.3869643
0.38896045
0.3736839
0.44277737
0.4464252
0.38520706
0.39500225
0.43263078
0.3940917
0.4318026
0.3912795
0.4011959
0.41201124
0.40706182
0.4201087
0.40790138
0.4229592
0.43993035
0.43346953
0.45602134
0.5025669
0.5177024
0.5238218
0.502959
0.46165934
0.468409
0.46541846
0.43087998
0.3605341
0.3598296
0.3659069
0.34529647
0.3848806
0.3525423
0.37316227
0.39248013
0.41541427
0.4241807
0.42757034
0.4522516
0.5125595
0.47814572
0.29374012
0.29590753
0.31058252
0.31019807
0.32078788
0.39901602
0.3428451
0.36808032
0.4050413
0.40407303
0.41414842
0.42118636
0.42113122
0.43694055
0.42002156
0.4496753
0.42366475
0.4392445
0.46773988
0.43699852
0.4477246
0.47019553
0.52148825
0.44106492
0.40323356
0.41632348
0.4017899
0.36848727
0.36144188
0.33762687
0.31568697
0.30384076
0.31343403
0.3693882
0.3700609
0.35977814
0.44928768
0.45814237
0.35569847
0.386919
0.29551044
0.3253647
0.31066543
0.32905978
0.33025044
0.37096164
0.38864315
0.3780621
0.45118442
0.45123753
0.3863234
0.41652474
0.43775287
0.407575
0.4297626
0.39675876
0.411899
0.39906356
0.4175971
0.4150667
0.406106
0.42905125
0.44069442
0.43160075
0.4525701
0.49737763
0.51327175
0.45986843
0.46561906
0.4456976
0.42063347
0.35414913
0.36377877
0.3766347
0.34742236
0.37782437
0.35978836
0.3765539
0.42250678
0.40895778
0.45512822
0.47570845
0.47079253
0.5183423
0.47701263
0.29343575
0.28333208
0.29381537
0.29501048
0.31491312
0.38608903
0.35657498
0.38316137
0.39079097
0.38372895
0.4014713
0.4063797
0.42116773
0.4180225
0.40629905
0.43833148
0.4073723
0.42698434
0.45702142
0.42529002
0.44652253
0.4667642
0.4854889
0.40653324
0.38557655
0.37565446
0.3605678
0.33609545
0.33214134
0.30645013
0.297634
0.26656488
0.2816349
0.35566044
0.33893666
0.31872058
0.39140278
0.4518858
0.51357615
0.48626876
0.4978913
0.5127471
0.4230363
0.3292567
0.37853858
0.2932757
0.3228632
0.30178943
0.3157346
0.32773113
0.3402109
0.36467317
0.3794012
0.37459123
0.4297103
0.42478552
0.36448464
0.38746396
0.39961526
0.38038796
0.3901822
0.3766426
0.37992513
0.3758738
0.3849141
0.38461837
0.3875758
0.39838687
0.40287128
0.41336784
0.42914593
0.49368703
0.5093954
0.483862
0.4562046
0.4492704
0.42822915
0.4079677
0.33910176
0.3514945
0.35410932
0.31307635
0.36811283
0.35383672
0.3463973
0.35096076
0.38585812
0.39720118
0.40746835
0.4035931
0.49419653
0.46427986
0.2928108
0.29954588
0.30345163
0.3117896
0.3594714
0.35073566
0.35687295
0.38302097
0.38109225
0.3923243
0.38890564
0.4053675
0.40925846
0.38019457
0.4202051
0.4083061
0.4227781
0.44446138
0.41925865
0.4607503
0.471323
0.50880903
0.4833255
0.50115967
0.41425192
0.40436217
0.41091126
0.39093053
0.37694195
0.3593892
0.3443724
0.31916213
0.33125255
0.32891563
0.4100317
0.39549705
0.36217088
0.43794957
0.4598375
0.48607454
0.4745013
0.42196605
0.3456232
0.35855484
0.30506083
0.32896793
0.32668212
0.35584953
0.35046497
0.39471814
0.4101975
0.38546127
0.45876983
0.46456355
0.4009522
0.4288398
0.43782195
0.42323396
0.4366747
0.41286346
0.4305547
0.42336586
0.4300316
0.42890152
0.42358115
0.43369943
0.4470957
0.43323955
0.45178968
0.4538441
0.48571706
0.4822066
0.41301978
0.41975272
0.41426566
0.38123226
0.35706383
0.33506322
0.35699818
0.3481892
0.36460727
0.35058108
0.38285118
0.402436
0.44061336
0.43903932
0.45306194
0.47749326
0.49074772
0.47093463
0.43695664
0.32436284
0.32029876
0.321608
0.33807027
0.3491019
0.39878616
0.37594578
0.3925563
0.3982296
0.38018203
0.410952
0.38614953
0.4114118
0.42612118
0.3971085
0.4352903
0.3899439
0.41274604
