epoch,Loss,Val_Bias,Val_R,Val_RMSE,Val_ubRMSE
0,0.007473418898666464,-0.0026799291372299194,0.8522275897125988,0.05459638684988022,0.05453057214617729
1,0.0031827345671335177,-0.0037925243377685547,0.8767720093287564,0.05026853829622269,0.05012527480721474
2,0.00271183580498082,0.00025841593742370605,0.8959028199840561,0.04649015888571739,0.04648943990468979
3,0.0023301089177490816,0.004421412944793701,0.9104228328182942,0.043733179569244385,0.0435091033577919
4,0.0021099702750586023,0.00014775991439819336,0.9157215469691248,0.04191252961754799,0.0419122688472271
5,0.001978321717720647,-0.005619645118713379,0.920409110011686,0.04118606075644493,0.040800873190164566
6,0.0018794845349208525,0.004746556282043457,0.9243203957681034,0.04006125405430794,0.039779070764780045
7,0.00180901682773761,0.0005261152982711792,0.9278347152843346,0.03895705193281174,0.0389535017311573
8,0.0017481685249829421,-0.002805352210998535,0.9299206181500341,0.03868908807635307,0.03858724981546402
9,0.001697105041437895,0.006997883319854736,0.9291764911694378,0.039334140717983246,0.03870664909482002
10,0.0016482453879584772,0.0033135712146759033,0.9286697665705691,0.03887306526303291,0.03873158246278763
11,0.001611600292044339,0.003534361720085144,0.9338021727951006,0.037466660141944885,0.03729958459734917
12,0.0015929861798426143,-0.001982957124710083,0.9356655949855214,0.03683541715145111,0.036782000213861465
13,0.0015623542622389,-0.0018972307443618774,0.9357806650388548,0.03679919242858887,0.03675025328993797
14,0.0015435716377369634,-0.0020523667335510254,0.9358784801664094,0.03678061068058014,0.0367233008146286
15,0.00151906385065938,6.0752034187316895e-05,0.9379099006172097,0.03624971583485603,0.036249663680791855
16,0.001496142703191335,-0.001351580023765564,0.9381199065533582,0.03616608679294586,0.03614082187414169
17,0.0014783067100082804,0.0013201236724853516,0.9351274243537201,0.03703790903091431,0.037014372646808624
18,0.0014642729371126114,-0.0013404488563537598,0.9359640479236507,0.03701533377170563,0.03699105605483055
19,0.0014494566509729353,-0.0007077455520629883,0.9371007363127054,0.03639674931764603,0.03638986498117447
20,0.0014410614059496537,0.0010802894830703735,0.9398914317592408,0.03567887097597122,0.03566250950098038
21,0.001427035794337608,0.004693076014518738,0.9405524231669167,0.035938188433647156,0.03563044220209122
22,0.0014189870477832847,-0.0012962669134140015,0.9410221759866578,0.03529031574726105,0.03526649996638298
23,0.0014127197522142581,0.00197775661945343,0.9423356870251789,0.035045724362134933,0.03498987480998039
24,0.0013926089676997982,-0.0001710653305053711,0.9416113870199415,0.035098228603601456,0.03509781137108803
25,0.0013879816820813941,-0.003510713577270508,0.9407953429488086,0.035667769610881805,0.035494573414325714
26,0.0013830817113057458,0.0025790929794311523,0.9416382620980047,0.03526652231812477,0.03517208993434906
27,0.0013793561131841164,0.001346588134765625,0.9408881124815865,0.035847872495651245,0.03582257404923439
28,0.0013700052614277539,0.004274696111679077,0.941280946435511,0.03563293069601059,0.03537559509277344
29,0.0013531465666731743,0.0001052170991897583,0.9431853765314419,0.03467406705021858,0.03467390686273575
30,0.0013530191453139237,0.0009869784116744995,0.9442135857398386,0.034348055720329285,0.03433387354016304
31,0.0013416731990549336,0.005199849605560303,0.9440803794822527,0.03479400649666786,0.03440326079726219
32,0.0013411988001030277,0.000572696328163147,0.9429399807421028,0.034776341170072556,0.0347716249525547
33,0.0013367126430360653,0.0035453885793685913,0.9424616013378895,0.03513248264789581,0.03495313227176666
34,0.0013269781054938564,0.00012709200382232666,0.9441799836432516,0.03436964750289917,0.03436940908432007
35,0.0013191134532018834,-0.0006439238786697388,0.9430308371808118,0.03479667007923126,0.03479071334004402
36,0.0013124614363202096,-0.000679701566696167,0.9435244575334765,0.034728486090898514,0.03472183272242546
37,0.0013094515444951103,0.0015364885330200195,0.9447970215633812,0.03418895974755287,0.034154415130615234
38,0.001306556849212305,0.0005382299423217773,0.9450105346391902,0.034092433750629425,0.03408818319439888
39,0.0013068117689081723,-0.0034339576959609985,0.9445770858129381,0.03439144417643547,0.03421957418322563
40,0.0012964349823608287,0.00347156822681427,0.9438136587813256,0.03494763374328613,0.0347747765481472
41,0.0012958169343233732,-0.0011259466409683228,0.9447536979184329,0.034192197024822235,0.03417365625500679
42,0.0012857019527607479,-0.0018852204084396362,0.9452959161704861,0.034156832844018936,0.03410476818680763
43,0.0012820489184062422,0.0010088235139846802,0.9450770138385591,0.03408433124423027,0.03406939655542374
44,0.0012732858257333687,0.0017247647047042847,0.9453965105670941,0.03406350687146187,0.03401981294155121
45,0.0012759151173395839,0.0029094666242599487,0.9455346117929462,0.03405614569783211,0.033931635320186615
46,0.0012722241547178917,0.0003956258296966553,0.9452079902926344,0.03411395102739334,0.03411165997385979
47,0.001264601940267738,0.001237422227859497,0.9457130113259555,0.03393641486763954,0.03391384705901146
48,0.00126337853126232,0.0006762146949768066,0.9453066378403755,0.034039583057165146,0.03403286263346672
49,0.0012608556821372765,0.0025826990604400635,0.9447396081780929,0.034365832805633545,0.03426864370703697
50,0.0012554022373670948,0.0017388463020324707,0.9453099284595401,0.034108493477106094,0.034064143896102905
51,0.0012538602465716742,-0.0009212642908096313,0.9460805466883635,0.03377814590930939,0.033765580505132675
52,0.0012477267413759801,0.005803301930427551,0.9463405913659767,0.03418739512562752,0.033691246062517166
53,0.0012477882516420578,0.0019203424453735352,0.9465586207858903,0.03369298577308655,0.03363821655511856
54,0.001240517060411162,0.00502343475818634,0.9443041864327927,0.03472087159752846,0.03435555100440979
55,0.0012438857324785237,-0.00044739246368408203,0.9462802587977074,0.033788181841373444,0.03378521651029587
56,0.0012364720395304334,0.0024635791778564453,0.9457132931115468,0.0339658297598362,0.03387637063860893
57,0.001238963123021911,0.004023656249046326,0.9462294362274428,0.03396501764655113,0.03372584655880928
58,0.001237429331653607,0.0022177398204803467,0.9454037407631231,0.034172095358371735,0.03410005569458008
59,0.0012303575609477198,-0.00038421154022216797,0.946477740818101,0.0336482971906662,0.033646102994680405
60,0.0012322197641674746,0.006789356470108032,0.9462264359333875,0.03444075211882591,0.033764924854040146
61,0.0012294559421869005,0.0017837584018707275,0.9464172731151641,0.033708442002534866,0.033661212772130966
62,0.0012238863528964336,0.004500746726989746,0.9461765673082235,0.03403841331601143,0.03373954817652702
63,0.0012269083342240162,-0.0006871521472930908,0.9457865167410012,0.033879250288009644,0.03387228026986122
64,0.0012196359427244002,0.003199830651283264,0.9461169169334291,0.03390878811478615,0.03375747427344322
65,0.0012201476350096672,-0.0010515153408050537,0.9468643068726728,0.03364421799778938,0.03362777829170227
66,0.001213684228899232,0.0033110827207565308,0.9465079657792582,0.033799491822719574,0.0336369164288044
67,0.0012095812808676002,0.0026877373456954956,0.946370743585388,0.03378249332308769,0.033675406128168106
68,0.001205743205524067,0.0037395358085632324,0.9467965020971203,0.03378419578075409,0.0335765965282917
69,0.0012100286809575665,0.0014670193195343018,0.9464766619088348,0.03373989462852478,0.033707987517118454
70,0.001210284336641627,0.001690015196800232,0.9463555566165891,0.03372232988476753,0.03367995843291283
71,0.0012048540347455287,0.004927903413772583,0.9460799307898891,0.03416033461689949,0.03380301967263222
72,0.0011932244706878907,-0.0019223839044570923,0.9466331341997506,0.033701445907354355,0.03364657610654831
73,0.0012009686757527358,-0.0027358531951904297,0.9464995685196801,0.0338141955435276,0.033703334629535675
74,0.0012006017525650677,0.004441127181053162,0.9460867046283613,0.03440573811531067,0.03411790356040001
75,0.0011950711724179224,-0.0003885626792907715,0.9467746695345927,0.03358517959713936,0.03358292952179909
76,0.0011965150083984774,0.002714976668357849,0.9470683177978957,0.03358161076903343,0.03347168490290642
77,0.0011923317956700893,-0.001074373722076416,0.9462683259163406,0.03375580161809921,0.03373870253562927
78,0.00119449499993826,0.0045844316482543945,0.9464646720499047,0.033961329609155655,0.033650483936071396
79,0.00118715166262012,0.0009398758411407471,0.9462676359512874,0.033868011087179184,0.03385496884584427
80,0.001185316743475528,0.0021479129791259766,0.9472896259605766,0.0334991030395031,0.03343016654253006
81,0.0011890528648000921,0.0020901858806610107,0.9469656878720258,0.03356976807117462,0.033504631370306015
82,0.0011789647371627616,0.00567200779914856,0.9464536251541217,0.034136269241571426,0.03366175293922424
83,0.0011817093001311994,0.0027633309364318848,0.9465894570575074,0.03372379392385483,0.03361038863658905
84,0.0011824699292795455,0.001643165946006775,0.9466419655925662,0.03363654389977455,0.03359638527035713
85,0.001179465568217803,0.004693850874900818,0.9461595380214597,0.03419114276766777,0.03386741876602173
86,0.0011767645406531926,0.0020951926708221436,0.9474548379201642,0.033419810235500336,0.03335406631231308
87,0.0011698597864530224,0.004696175456047058,0.9456753574385659,0.03437495976686478,0.03405265882611275
88,0.0011784656824553737,-5.729496479034424e-05,0.9468088667037164,0.03366825729608536,0.03366820886731148
89,0.0011743690896302247,0.00023202598094940186,0.9476392505565252,0.03329234942793846,0.033291541039943695
90,0.0011738777104378564,0.003916725516319275,0.9461307910058446,0.034154824912548065,0.03392950817942619
91,0.0011711681932707995,0.0019253343343734741,0.9468690811664017,0.033577922731637955,0.033522676676511765
92,0.0011747003591369514,0.0022882819175720215,0.9474640614215615,0.03347168117761612,0.03339336812496185
93,0.0011684555174859505,0.003450557589530945,0.9476540822835285,0.0334806889295578,0.03330240771174431
94,0.0011658980814033112,0.002995401620864868,0.9476615013729467,0.03341422230005264,0.03327969089150429
95,0.0011712592060186156,0.0039933472871780396,0.9477162111986768,0.03350091725587845,0.033262062817811966
96,0.0011672704330689687,-0.0017194151878356934,0.9476997747445609,0.03331907466053963,0.033274680376052856
97,0.0011633799454160007,0.004815876483917236,0.9458031160260131,0.03418904170393944,0.03384815901517868
98,0.001164127552358529,0.0012845396995544434,0.9482837229720612,0.03312106430530548,0.03309614583849907
99,0.0011631415938037559,0.0031633377075195312,0.9477508673964741,0.03340287506580353,0.03325274959206581
