epoch,Loss,Val_Bias,Val_R,Val_RMSE,Val_ubRMSE
0,0.006792792365206247,0.0015664100646972656,0.8356906690677907,0.05733970180153847,0.0573183037340641
1,0.0033909398208049886,-0.0016016066074371338,0.8672485966930609,0.05189259350299835,0.05186787247657776
2,0.0028547021399684984,-0.006958797574043274,0.8890544972630711,0.04822487384080887,0.04772016033530235
3,0.0024774142386863977,0.0016192793846130371,0.8999179255010693,0.04570237174630165,0.0456736721098423
4,0.002238418992793117,-0.004031389951705933,0.9128379084952004,0.04270169511437416,0.042510971426963806
5,0.0020851308810942324,-0.0030600279569625854,0.9100363386332814,0.043284330517053604,0.04317602887749672
6,0.001987862036276258,-0.0008098036050796509,0.906124778719514,0.04403955861926079,0.044032108038663864
7,0.0019009647971354674,0.002650514245033264,0.9167608643389551,0.04183238372206688,0.041748326271772385
8,0.0018477792348685067,0.00035887956619262695,0.9257469755332745,0.039364010095596313,0.03936237469315529
9,0.0018002524382722675,0.0024271756410598755,0.9271178479354714,0.03916916251182556,0.03909388557076454
10,0.001763317418067935,-6.64442777633667e-05,0.92696084581886,0.03908868879079819,0.03908863663673401
11,0.0017426176185825297,0.00029183924198150635,0.9286653701698179,0.03866533935070038,0.038664236664772034
12,0.0016996993800988344,-0.0026494860649108887,0.9267923088912845,0.0392376072704792,0.039148055016994476
13,0.0016865632031630693,0.0016001909971237183,0.9298946301680874,0.03832073509693146,0.03828730806708336
14,0.0016606960769603271,0.0008421093225479126,0.9323132852872468,0.037698257714509964,0.03768884763121605
15,0.0016419701029672898,-0.003264695405960083,0.930059081378128,0.03845100477337837,0.0383121632039547
16,0.0016177067578182706,-0.0006964355707168579,0.9332736265137118,0.0374099425971508,0.03740345686674118
17,0.001606903704704152,-0.0012132823467254639,0.933776990122419,0.03727264329791069,0.037252895534038544
18,0.0015935264504497375,0.0010039806365966797,0.9336730302577296,0.037311844527721405,0.037298332899808884
19,0.0015781673802452243,0.0026404112577438354,0.93437403052541,0.037215713411569595,0.03712192922830582
20,0.0015717124312030796,0.004136309027671814,0.9356874048183175,0.03697209805250168,0.03673999011516571
21,0.0015598546475927319,0.0048987120389938354,0.9335171708760027,0.037860482931137085,0.03754222393035889
22,0.0015536992148937362,0.00385342538356781,0.9340225171763639,0.03738323971629143,0.037184104323387146
23,0.0015380675684394187,-0.0016515552997589111,0.936673799558667,0.03649045526981354,0.03645306080579758
24,0.0015295120131319667,-0.0038666725158691406,0.9371083393689031,0.03657241538167,0.03636744245886803
25,0.001533538017669117,0.0022439509630203247,0.9350223089687284,0.03700810670852661,0.036940015852451324
26,0.0015172663648226874,-0.0028491467237472534,0.9355958313395875,0.03686002641916275,0.03674975037574768
27,0.001512094930776038,-0.0005692392587661743,0.9369784173596142,0.03644420579075813,0.03643976151943207
28,0.0014976554707205648,0.0008399486541748047,0.9373322135332132,0.03627733513712883,0.036267612129449844
29,0.0015014744155057841,-0.004128888249397278,0.9368921733276298,0.03679532930254936,0.03656294196844101
30,0.0014944288475674371,-0.0022538751363754272,0.9365641210357862,0.036668810993433,0.036599479615688324
31,0.0014908738907052409,0.003625735640525818,0.9370456566559121,0.036534614861011505,0.03635425865650177
32,0.0014764199508792459,-0.0006970763206481934,0.9352994720150859,0.036839284002780914,0.03683269023895264
33,0.0014808808467274958,-0.002128899097442627,0.9378688715576602,0.036208976060152054,0.036146339029073715
34,0.001469693948479205,0.0029023587703704834,0.9365055683987454,0.036624595522880554,0.03650941327214241
35,0.001469050065301541,-0.0017195791006088257,0.9377191276202935,0.03620330989360809,0.036162447184324265
36,0.0014666140717150488,0.0036660432815551758,0.9391725437797311,0.03593837097287178,0.035750892013311386
37,0.0014557120353732537,-0.0016834884881973267,0.9376181067932322,0.03623540326952934,0.0361962765455246
38,0.001442941577861388,0.0006884485483169556,0.9346570046792574,0.03704208508133888,0.037035685032606125
39,0.0014486596271070513,-0.004797801375389099,0.9393404703809725,0.036030303686857224,0.0357094369828701
40,0.0014406593861313794,0.00441315770149231,0.9383722557244943,0.03651905059814453,0.036251410841941833
41,0.0014427394184696068,-0.0012234896421432495,0.9395086742263877,0.03569941967725754,0.0356784462928772
42,0.001438261587471336,0.0008541345596313477,0.9396536185967858,0.03562171757221222,0.03561147302389145
43,0.001437718407344142,0.003589048981666565,0.9371500184702568,0.03657398745417595,0.03639746084809303
44,0.0014308192231726894,-0.000908777117729187,0.9398612443334396,0.035568833351135254,0.03555722162127495
45,0.001435843977667778,-0.0010620057582855225,0.9384059126517871,0.03600835055112839,0.035992685705423355
46,0.0014290737741650271,0.004046738147735596,0.938002768188424,0.036305129528045654,0.03607889264822006
47,0.0014275164151232168,0.0020772963762283325,0.9402261919990902,0.03551424667239189,0.035453442484140396
48,0.0014137660938603673,-0.000964730978012085,0.9399150255245236,0.035559602081775665,0.03554651513695717
49,0.0014172914832588106,-0.0010568350553512573,0.9400757209171859,0.03556392714381218,0.035548221319913864
50,0.0014113263480587579,0.00039930641651153564,0.9399024630431307,0.035582952201366425,0.03558071330189705
51,0.0014128144790768469,-5.316734313964844e-05,0.9407575619674617,0.03531981632113457,0.035319775342941284
52,0.001406609778662866,0.0027171075344085693,0.9405211752984859,0.03546595945954323,0.035361725836992264
53,0.0014044444195893742,0.0012661069631576538,0.9402987527443173,0.03545193746685982,0.035429321229457855
54,0.0014008688415522192,0.0045089274644851685,0.9405139633482453,0.035728733986616135,0.035443078726530075
55,0.0014016365746241214,-0.002016723155975342,0.9398103222329646,0.035647667944431305,0.035590577870607376
56,0.0013930332183570713,0.0012620091438293457,0.9411979995255205,0.03519236296415329,0.035169728100299835
57,0.0013891608323805238,0.001415640115737915,0.9407486094548202,0.03533468768000603,0.03530631959438324
58,0.0013909520616056225,0.007606104016304016,0.9390568344507624,0.0367296002805233,0.035933416336774826
59,0.0013918979927497724,0.000578463077545166,0.9410126381969558,0.035225410014390945,0.035220663994550705
60,0.0013842151985794383,0.0002375394105911255,0.9417980850570475,0.035046640783548355,0.03504583612084389
61,0.0013872832660059313,0.000906631350517273,0.9413376620778299,0.035251885652542114,0.03524022549390793
62,0.0013817216415428386,0.0005047619342803955,0.9412735503014734,0.03518607094883919,0.03518244996666908
63,0.0013831020709561437,0.0028229057788848877,0.9412642660322953,0.03525979816913605,0.03514661639928818
64,0.001378105172559169,-0.0005459040403366089,0.9405804685622793,0.03552974760532379,0.03552555292844772
